,-88.0,-87.91666412353516,-87.83333587646484,-87.75,-87.66666412353516,-87.58333587646484,-87.5,-87.41666412353516,-87.33333587646484,-87.25,-87.16666412353516,-87.08333587646484,-87.0,-86.91666412353516,-86.83333587646484,-86.75,-86.66666412353516,-86.58333587646484,-86.5,-86.41666412353516,-86.33333587646484,-86.25,-86.16666412353516,-86.08333587646484,-86.0,-85.91666412353516,-85.83333587646484,-85.75,-85.66666412353516,-85.58333587646484,-85.5,-85.41666412353516,-85.33333587646484,-85.25,-85.16666412353516,-85.08333587646484,-85.0,-84.91666412353516,-84.83333587646484,-84.75,-84.66666412353516,-84.58333587646484,-84.5,-84.41666412353516,-84.33333587646484,-84.25,-84.16666412353516,-84.08333587646484,-84.0,-83.91666412353516,-83.83333587646484,-83.75,-83.66666412353516,-83.58333587646484,-83.5,-83.41666412353516,-83.33333587646484,-83.25,-83.16666412353516,-83.08333587646484,-83.0,-82.91666412353516,-82.83333587646484,-82.75,-82.66666412353516,-82.58333587646484,-82.5,-82.41666412353516,-82.33333587646484,-82.25,-82.16666412353516,-82.08333587646484,-82.0,-81.91666412353516,-81.83333587646484,-81.75,-81.66666412353516,-81.58333587646484,-81.5,-81.41666412353516,-81.33333587646484,-81.25,-81.16666412353516,-81.08333587646484,-81.0,-80.91666412353516,-80.83333587646484,-80.75,-80.66666412353516,-80.58333587646484,-80.5,-80.41666412353516,-80.33333587646484,-80.25,-80.16666412353516,-80.08333587646484,-80.0,-79.91666412353516,-79.83333587646484,-79.75,-79.66666412353516,-79.58333587646484,-79.5,-79.41666412353516,-79.33333587646484,-79.25,-79.16666412353516,-79.08333587646484,-79.0,-78.91666412353516,-78.83333587646484,-78.75,-78.66666412353516,-78.58333587646484,-78.5,-78.41666412353516,-78.33333587646484,-78.25,-78.16666412353516,-78.08333587646484,-78.0,-77.91666412353516,-77.83333587646484,-77.75
19.5,,,,,0.043946654,,,0.3588977,0.83803827,1.2567523,1.257973,1.1749626,1.1792352,1.1407819,1.0046693,0.82399976,0.64333016,0.4766991,0.31556138,0.1556444,0.006714072,-0.11169775,-0.1861629,-0.21301919,-0.20203254,-0.1556444,-0.072634056,0.03540147,0.14099552,0.22705771,0.27771842,0.27710807,0.22644734,0.15198217,0.09399701,0.070192575,0.06836146,0.09155553,0.14282662,0.21240883,0.2789392,0.3192236,0.32837915,0.32898954,0.34119692,0.380871,0.44068727,0.4828028,0.46632284,0.3991821,0.32837915,0.28015992,0.23682363,0.17883846,0.10559404,0.026856288,-0.046998505,-0.08850367,-0.08789331,-0.050050355,0.0073244423,0.0634785,0.10925627,0.14587848,0.17517625,0.1965392,0.20386365,0.19165623,0.16052736,0.12329478,0.09765923,0.09277627,0.09887997,0.101931825,0.101931825,0.10498367,0.10742515,0.10254219,0.08972442,0.06469924,-0.003051851,-0.099490345,-0.21729179,-0.2807703,-0.29663992,-0.2929777,-0.27161473,-0.237434,-0.20020142,-0.17212439,-0.14831996,-0.11902219,-0.08117923,-0.039674062,-0.0018311106,0.028077029,0.048219245,0.05981628,0.067751095,0.07507554,0.08362071,0.09460738,0.10925627,0.12756737,0.14770958,0.16846217,0.18860438,0.2026429,0.2069155,0.19775994,0.17944884,0.1556444,0.1330607,0.10925627,0.084231086,0.057374798,0.028687399,-0.0036622211,-0.039674062,-0.07202368,-0.093386635,-0.09765923,-0.08728294,-0.06836146
19.58333396911621,,,,,0.044557024,0.057374798,0.17334513,0.253914,0.6799524,1.2073122,1.3055818,1.2195196,1.1883907,1.1554308,1.0382397,0.86428416,0.68056273,0.50904876,0.34302804,0.1782281,0.024414808,-0.09887997,-0.1739555,-0.19531846,-0.17761773,-0.12573627,-0.041505173,0.06714072,0.17090365,0.25330362,0.2990814,0.2923673,0.23682363,0.16296884,0.10864589,0.080568865,0.06897183,0.080568865,0.11719108,0.17456588,0.24292734,0.3009125,0.33082065,0.3460799,0.36927396,0.41444135,0.46632284,0.48768577,0.45350504,0.3827021,0.31800288,0.2722251,0.22400586,0.15442365,0.06714072,-0.023194067,-0.09521775,-0.1208533,-0.09643849,-0.03662221,0.03173925,0.08911405,0.13061923,0.16052736,0.1843318,0.20020142,0.20142215,0.18555254,0.15808588,0.13367108,0.12756737,0.13794366,0.14526811,0.13733329,0.12146367,0.10681479,0.090945154,0.07141331,0.045167394,0.007934812,-0.051881466,-0.12573627,-0.20020142,-0.2496414,-0.27405623,-0.2789392,-0.26551104,-0.23987548,-0.20996734,-0.18494217,-0.16357921,-0.13672292,-0.09887997,-0.056154057,-0.015259255,0.017700735,0.040894803,0.054322947,0.06225776,0.067751095,0.07385479,0.08362071,0.097048864,0.11535996,0.13672292,0.15930662,0.18127994,0.19714957,0.20203254,0.19531846,0.1782281,0.1556444,0.1312296,0.10498367,0.076906644,0.046998505,0.014038514,-0.022583697,-0.05920591,-0.08117923,-0.0799585,-0.057985168,-0.03357036,-0.015259255
19.66666603088379,,,,,0.048829615,0.057985168,0.09033479,0.1513718,0.49073762,1.0785241,1.2768945,1.23661,1.192053,1.1615344,1.0626545,0.8984649,0.71718496,0.5468917,0.38026062,0.21179846,0.049439985,-0.08117923,-0.15686513,-0.1739555,-0.15015107,-0.09521775,-0.011597034,0.09643849,0.19775994,0.2758873,0.31861323,0.31006807,0.253914,0.18250069,0.12878811,0.09399701,0.07141331,0.0695822,0.08911405,0.1312296,0.1947081,0.2679525,0.3259377,0.36133915,0.3930784,0.43763542,0.48158208,0.48951688,0.44740134,0.37720877,0.31373027,0.2642903,0.20813623,0.12634663,0.026245918,-0.06836146,-0.12939848,-0.13367108,-0.08606219,-0.012817774,0.057374798,0.10925627,0.143437,0.16602069,0.18311106,0.19287698,0.19104587,0.17700735,0.159917,0.15320292,0.16296884,0.17700735,0.17456588,0.15198217,0.12207404,0.090945154,0.06042665,0.03173925,0.0024414808,-0.03418073,-0.08239998,-0.1391644,-0.19348735,-0.23377179,-0.25818658,-0.26490065,-0.25513473,-0.23438215,-0.21057771,-0.18860438,-0.16968292,-0.14526811,-0.109866634,-0.06714072,-0.026245918,0.007934812,0.03295999,0.048219245,0.056764428,0.06103702,0.06591998,0.07385479,0.08728294,0.10620441,0.12878811,0.15320292,0.17517625,0.19104587,0.19592883,0.18982513,0.17456588,0.15259254,0.12756737,0.099490345,0.06897183,0.03540147,-0.0018311106,-0.042115543,-0.072634056,-0.07507554,-0.042115543,0.0012207404,0.023194067,0.028077029
19.75,,,,,,0.08911405,0.10620441,0.10010071,0.3588977,0.9149449,1.2005981,1.2305063,1.192053,1.1609241,1.0803553,0.93325603,0.75930053,0.5896176,0.42237616,0.25025177,0.081789605,-0.056154057,-0.13611256,-0.15015107,-0.1208533,-0.065309614,0.014648885,0.12024292,0.2191229,0.29419842,0.33631396,0.33021027,0.2783288,0.20996734,0.15381329,0.111087374,0.078127384,0.06225776,0.06469924,0.09033479,0.143437,0.220954,0.3027436,0.36561173,0.40894803,0.44923246,0.48463392,0.48829615,0.446791,0.37903988,0.314951,0.25757623,0.1904355,0.097048864,-0.010986663,-0.10254219,-0.14526811,-0.126957,-0.064088866,0.011597034,0.0756859,0.11963256,0.14648885,0.16357921,0.17517625,0.18066958,0.1782281,0.17151402,0.1678518,0.17578661,0.19226661,0.19775994,0.17944884,0.143437,0.10315256,0.06286813,0.028077029,-0.0012207404,-0.028687399,-0.06103702,-0.101931825,-0.14893033,-0.19165623,-0.22400586,-0.24414808,-0.25147253,-0.24536881,-0.22644734,-0.20447402,-0.18494217,-0.1678518,-0.14770958,-0.115970336,-0.07507554,-0.03540147,-0.003051851,0.021973327,0.039063692,0.048219245,0.053712577,0.057985168,0.06591998,0.079348125,0.09887997,0.122684404,0.14709921,0.16968292,0.1843318,0.18921477,0.18372142,0.16907254,0.14770958,0.12207404,0.09277627,0.06042665,0.023804437,-0.017090365,-0.056764428,-0.07385479,-0.047608875,0.015259255,0.067751095,0.065309614,0.048219245
19.83333396911621,,,,,,,0.093386635,0.090945154,0.29419842,0.7678457,1.0962249,1.20365,1.1828974,1.15421,1.0913419,0.966216,0.80629903,0.64149904,0.47425765,0.29969177,0.12634663,-0.020752586,-0.10925627,-0.12451552,-0.09155553,-0.03662221,0.03723258,0.1391644,0.23560289,0.30762658,0.3497421,0.3503525,0.3070162,0.24353771,0.18494217,0.13367108,0.08972442,0.05981628,0.046998505,0.056764428,0.09643849,0.16846217,0.26062807,0.34852138,0.41261023,0.45411542,0.48036134,0.48219246,0.446791,0.38514358,0.319834,0.253914,0.17456588,0.07141331,-0.038453322,-0.11902219,-0.14038515,-0.10315256,-0.03601184,0.03051851,0.083010346,0.12024292,0.14282662,0.15686513,0.16541032,0.16907254,0.16968292,0.17151402,0.18005921,0.19409773,0.20386365,0.19409773,0.1617481,0.11902219,0.07507554,0.0347911,0.0024414808,-0.023804437,-0.048829615,-0.0799585,-0.11780144,-0.1574755,-0.19165623,-0.21546067,-0.23071992,-0.237434,-0.23438215,-0.21729179,-0.19287698,-0.1739555,-0.15869625,-0.14282662,-0.11719108,-0.0799585,-0.042725913,-0.013428144,0.009155553,0.026245918,0.03784295,0.045167394,0.051271096,0.05981628,0.07324442,0.09277627,0.11658071,0.14099552,0.16296884,0.17639698,0.18066958,0.17517625,0.16113773,0.14099552,0.11535996,0.08545183,0.051271096,0.012817774,-0.028687399,-0.06042665,-0.05920591,-0.0048829615,0.0799585,0.12939848,0.10071108,0.08850367
19.91666603088379,,,,,,,,0.07873775,0.23499252,0.64638203,0.9887997,1.163976,1.1700797,1.13773,1.0876796,0.9906308,0.85207677,0.695822,0.5310221,0.36011842,0.18189031,0.026245918,-0.07324442,-0.09643849,-0.06286813,-0.009155553,0.055543687,0.15015107,0.24597919,0.314951,0.3564562,0.36561173,0.33448285,0.2783288,0.21973327,0.16235846,0.10803552,0.06469924,0.03540147,0.02990814,0.054933317,0.11658071,0.20813623,0.31006807,0.397351,0.4522843,0.4766991,0.47608876,0.446791,0.39185765,0.32654804,0.25269327,0.16357921,0.054933317,-0.050660726,-0.11291848,-0.112308115,-0.065309614,-0.0048829615,0.045167394,0.084231086,0.11413923,0.13550219,0.14893033,0.15686513,0.16235846,0.1678518,0.17578661,0.18738365,0.1965392,0.19165623,0.16663106,0.12878811,0.08606219,0.044557024,0.009765923,-0.017700735,-0.041505173,-0.06653035,-0.097048864,-0.1312296,-0.16357921,-0.18921477,-0.20569475,-0.21607104,-0.22156438,-0.220954,-0.2069155,-0.17944884,-0.1556444,-0.14099552,-0.13061923,-0.11291848,-0.081789605,-0.047608875,-0.020142216,-0.0006103702,0.014038514,0.026856288,0.03723258,0.046388134,0.056764428,0.07080294,0.08972442,0.11291848,0.13611256,0.15625477,0.16846217,0.17090365,0.16479996,0.15076144,0.13061923,0.10498367,0.07446516,0.039674062,0.0018311106,-0.03357036,-0.052491836,-0.03234962,0.03540147,0.11841182,0.15625477,0.12634663,0.126957
20.0,,,,,,,,0.044557024,0.16907254,0.53956723,0.8929716,1.1090426,1.1450545,1.1108737,1.0711997,1.0065005,0.90029603,0.7654042,0.6109806,0.44068727,0.2618488,0.09521775,-0.025025178,-0.06469924,-0.03540147,0.017090365,0.07202368,0.15503404,0.24842067,0.31678212,0.3564562,0.37110507,0.3540147,0.3094577,0.25452438,0.19531846,0.13428144,0.078127384,0.03357036,0.010376293,0.017700735,0.065309614,0.1495407,0.25635546,0.35950804,0.43519396,0.47181615,0.4730369,0.446791,0.39857173,0.33326212,0.25513473,0.15930662,0.051271096,-0.041505173,-0.081789605,-0.0634785,-0.016479995,0.027466659,0.05981628,0.08667257,0.110477,0.12817773,0.14099552,0.1495407,0.1574755,0.16541032,0.17334513,0.17883846,0.17517625,0.15686513,0.12634663,0.08850367,0.050660726,0.015259255,-0.014038514,-0.03784295,-0.06042665,-0.08545183,-0.113528855,-0.14160588,-0.16602069,-0.18311106,-0.19348735,-0.20020142,-0.20447402,-0.20447402,-0.19348735,-0.16541032,-0.13367108,-0.115970336,-0.109866634,-0.10254219,-0.081789605,-0.050050355,-0.023194067,-0.006103702,0.006103702,0.018921476,0.03173925,0.044557024,0.057985168,0.072634056,0.090945154,0.11169775,0.13245033,0.1495407,0.15930662,0.16052736,0.15320292,0.1391644,0.11841182,0.0921659,0.06042665,0.026856288,-0.006714072,-0.02990814,-0.03295999,-0.0042725913,0.053712577,0.10925627,0.122684404,0.07751702,0.057985168
20.08333396911621,,,,,,,,0.03173925,0.13245033,0.45960876,0.80996126,1.0455642,1.1017182,1.0681478,1.0357982,0.9997864,0.9234901,0.80507827,0.6646931,0.5108799,0.34424877,0.16968292,0.028687399,-0.02929777,-0.006714072,0.043946654,0.08911405,0.15442365,0.24231696,0.31311992,0.3521836,0.3686636,0.36255988,0.33082065,0.2844325,0.22888882,0.16663106,0.10376293,0.046388134,0.0048829615,-0.009155553,0.017090365,0.08728294,0.1904355,0.30213323,0.39674062,0.45350504,0.46754357,0.44740134,0.40162358,0.33875546,0.2600177,0.16541032,0.06469924,-0.009155553,-0.026856288,0.0,0.039674062,0.06164739,0.079348125,0.095828116,0.110477,0.12207404,0.13061923,0.13794366,0.14404736,0.14893033,0.1513718,0.14831996,0.13489181,0.11169775,0.08117923,0.048219245,0.015869625,-0.013428144,-0.038453322,-0.06042665,-0.081789605,-0.104373306,-0.126957,-0.14770958,-0.16357921,-0.1739555,-0.18005921,-0.18372142,-0.18555254,-0.1843318,-0.17517625,-0.15015107,-0.11169775,-0.08667257,-0.08117923,-0.08484146,-0.07751702,-0.053102206,-0.025025178,-0.006714072,0.003051851,0.014038514,0.028687399,0.045167394,0.06225776,0.078127384,0.09521775,0.113528855,0.13061923,0.143437,0.15015107,0.15015107,0.14160588,0.12634663,0.104373306,0.07629627,0.044557024,0.013428144,-0.010376293,-0.019531846,-0.009155553,0.018311106,0.054322947,0.0799585,0.083010346,0.042115543,0.023194067
20.16666603088379,,,,,,,,0.08667257,0.12451552,0.40162358,0.75014496,0.9747612,1.0003967,0.9723197,0.9808649,0.987579,0.96743673,0.90212715,0.79348123,0.64394057,0.46632284,0.27466658,0.10803552,0.020752586,0.026245918,0.072634056,0.10925627,0.15320292,0.22766808,0.30030215,0.34485915,0.36317027,0.36378062,0.34363842,0.30579546,0.25757623,0.20020142,0.13733329,0.07446516,0.018921476,-0.016479995,-0.016479995,0.02929777,0.11963256,0.23194067,0.33814508,0.41444135,0.44862208,0.44251838,0.4028443,0.34424877,0.27100438,0.18250069,0.095828116,0.043336283,0.042725913,0.07141331,0.093386635,0.099490345,0.104373306,0.10925627,0.113528855,0.115970336,0.11780144,0.11963256,0.1208533,0.12024292,0.115970336,0.10620441,0.08972442,0.06591998,0.039063692,0.010376293,-0.016479995,-0.041505173,-0.0634785,-0.08362071,-0.10254219,-0.12024292,-0.13672292,-0.15015107,-0.15930662,-0.16541032,-0.1678518,-0.16846217,-0.16663106,-0.16113773,-0.15076144,-0.12878811,-0.08911405,-0.055543687,-0.047608875,-0.05981628,-0.06836146,-0.055543687,-0.026856288,-0.0042725913,0.006103702,0.014648885,0.028687399,0.048829615,0.0695822,0.08728294,0.10254219,0.11719108,0.12939848,0.13794366,0.14221625,0.14038515,0.13061923,0.11291848,0.08911405,0.05920591,0.028687399,0.003051851,-0.009765923,-0.006103702,0.010986663,0.03173925,0.047608875,0.064088866,0.06042665,0.03173925,0.026856288
